pl_name;Nombre_etoile;Nombre_planete;Méthode ;Orbite;Rayon;Masse terrienne;Eccentricité;Insolation;pl_eqt;Inclinaison;Température_etoile;Masse_etoile;Luminosité;Distance
Kepler-1183 b;1;1;Transit;28.50273000;3.000;;0.000000;;556;87.660;5688.00;0.93;;1919.1900000
Kepler-1183 b;1;1;Transit;28.50571890;2.430;;0.000000;22.43;555;89.950;5712.00;0.94;;1919.1900000
Kepler-1183 b;1;1;Transit;28.50571890;2.430;;0.000000;22.43;555;89.950;5712.00;0.94;;1919.1900000
Kepler-1183 b;1;1;Transit;28.50615646;;;;;;;5494.00;0.96;0.255;1919.1900000
Kepler-1184 b;1;1;Transit;;2.455;;;18.04;;;6319.00;;;1157.8400000
Kepler-1184 b;1;1;Transit;53.59914590;;;;;;;5922.00;1.08;0.065;1157.8400000
Kepler-1184 b;1;1;Transit;53.59914590;2.490;;0.000000;18.54;529;89.200;6319.00;1.08;;1157.8400000
Kepler-1184 b;1;1;Transit;53.59910440;2.570;;0.000000;18.54;529;89.380;6319.00;1.08;;1157.8400000
Kepler-1184 b;1;1;Transit;53.59887191;;;;;;;5922.00;1.08;0.065;1157.8400000
Kepler-1184 b;1;1;Transit;53.59910440;2.570;;0.000000;18.54;529;89.380;6319.00;1.08;;1157.8400000
Kepler-1184 b;1;1;Transit;53.59910440;2.570;;0.000000;18.54;529;89.380;6319.00;1.08;;1157.8400000
Kepler-1184 b;1;1;Transit;53.59910440;2.680;;;;;;5983.00;1.05;;1157.8400000
Kepler-1184 b;1;1;Transit;53.59889507;;;;;;;5922.00;1.08;0.065;1157.8400000
Kepler-1184 b;1;1;Transit;53.59923000;2.800;;0.000000;;536;89.380;6322.00;1.14;;1157.8400000
Kepler-1185 b;1;1;Transit;104.35189760;1.440;;0.000000;4.46;371;89.950;5754.00;1.06;;459.2730000
Kepler-1185 b;1;1;Transit;104.35196240;;;;;;;5867.00;1.06;0.282;459.2730000
Kepler-1185 b;1;1;Transit;;2.187;;;9.31;;;5657.00;;;459.2730000
Kepler-1185 b;1;1;Transit;104.35081953;;;;;;;5867.00;1.06;0.282;459.2730000
Kepler-1185 b;1;1;Transit;104.35189760;1.330;;;;;;5622.00;0.96;;459.2730000
Kepler-1185 b;1;1;Transit;104.35196240;1.390;;0.000000;3.74;355;89.840;5650.00;0.97;;459.2730000
Kepler-1185 b;1;1;Transit;104.35189760;1.440;;0.000000;4.46;371;89.950;5754.00;1.06;;459.2730000
Kepler-1186 b;1;1;Transit;16.07671404;;;;;;;5466.11;0.96;0.064;1337.2500000
Kepler-1186 b;1;1;Transit;16.07673148;2.140;;0.000000;64.75;724;89.890;5957.00;1.08;;1337.2500000
Kepler-1186 b;1;1;Transit;16.07677615;2.360;;0.000000;64.75;723;89.950;5957.00;1.08;;1337.2500000
Kepler-1186 b;1;1;Transit;16.07677615;2.360;;0.000000;64.75;723;89.950;5957.00;1.08;;1337.2500000
Kepler-1186 b;1;1;Transit;16.07677615;2.360;;0.000000;64.75;723;89.950;5957.00;1.08;;1337.2500000
Kepler-1186 b;1;1;Transit;16.07677615;2.230;;;;;;5635.00;0.95;;1337.2500000
Kepler-1186 b;1;1;Transit;;2.438;;;85.39;;;5975.00;;;1337.2500000
Kepler-1186 b;1;1;Transit;16.07677000;2.100;;0.000000;;703;89.380;5916.00;1.01;;1337.2500000
Kepler-1186 b;1;1;Transit;16.07673148;;;;;;;5466.11;0.96;0.064;1337.2500000
Kepler-1187 b;1;1;Transit;18.87060067;;;;;;;5882.00;1.07;0.136;1020.5300000
Kepler-1187 b;1;1;Transit;;3.016;;;72.96;;;6105.00;;;1020.5300000
Kepler-1187 b;1;1;Transit;18.87064068;2.330;;0.000000;56.97;701;89.950;6103.00;1.03;;1020.5300000
Kepler-1187 b;1;1;Transit;18.87064068;2.330;;0.000000;56.97;701;89.950;6103.00;1.03;;1020.5300000
Kepler-1187 b;1;1;Transit;18.87058705;;;;;;;5882.00;1.07;0.136;1020.5300000
Kepler-1187 b;1;1;Transit;18.87064068;2.330;;0.000000;56.97;701;89.950;6103.00;1.03;;1020.5300000
Kepler-1187 b;1;1;Transit;18.87060702;;;;;;;5882.00;1.07;0.136;1020.5300000
Kepler-1187 b;1;1;Transit;18.87064068;2.610;;;;;;5975.00;1.06;;1020.5300000
Kepler-1187 b;1;1;Transit;18.87061000;2.260;;0.000000;;707;89.380;6106.00;1.07;;1020.5300000
Kepler-1187 b;1;1;Transit;18.87058705;2.670;;0.000000;56.97;701;87.720;6103.00;1.03;;1020.5300000
Kepler-1188 b;1;1;Transit;17.13689021;;;;;;;5908.00;1.07;0.398;1717.4800000
Kepler-1188 b;1;1;Transit;17.13695430;2.080;;;;;;5913.00;1.04;;1717.4800000
Kepler-1188 b;1;1;Transit;17.13756000;2.300;;0.000000;;765;87.090;6195.00;1.09;;1717.4800000
Kepler-1188 b;1;1;Transit;17.13694080;;;;;;;5908.00;1.07;0.398;1717.4800000
Kepler-1188 b;1;1;Transit;17.13661273;;;;;;;5908.00;1.07;0.398;1717.4800000
Kepler-1188 b;1;1;Transit;17.13695430;2.170;;0.000000;87.94;781;89.950;6217.00;1.10;;1717.4800000
Kepler-1188 b;1;1;Transit;17.13695430;2.170;;0.000000;87.94;781;89.950;6217.00;1.10;;1717.4800000
Kepler-1188 b;1;1;Transit;17.13694080;2.050;;0.000000;85.15;775;89.920;6218.00;1.11;;1717.4800000
Kepler-1188 b;1;1;Transit;;2.855;;;165.57;;;6222.00;;;1717.4800000
Kepler-1188 b;1;1;Transit;17.13695430;2.170;;0.000000;87.94;781;89.950;6217.00;1.10;;1717.4800000
Kepler-1189 b;1;1;Transit;3.78858982;1.770;;;;;;6012.00;1.11;;782.8520000
Kepler-1189 b;1;1;Transit;3.78858982;1.790;;0.000000;627.37;1276;69.900;5919.00;1.09;;782.8520000
Kepler-1189 b;1;1;Transit;3.78861833;1.230;;0.000000;424.17;1158;88.980;5560.00;0.94;;782.8520000
Kepler-1189 b;1;1;Transit;;1.265;;;449.94;;;5559.00;;;782.8520000
Kepler-1189 b;1;1;Transit;3.78875300;1.230;;0.000000;;1242;87.090;5817.00;0.94;;782.8520000
Kepler-1189 b;1;1;Transit;3.78859972;;;;;;;5572.03;0.98;0.041;782.8520000
Kepler-1189 b;1;1;Transit;3.78858982;1.790;;0.000000;627.37;1276;69.900;5919.00;1.09;;782.8520000
Kepler-1189 b;1;1;Transit;3.78858982;1.790;;0.000000;627.37;1276;69.900;5919.00;1.09;;782.8520000
Kepler-1189 b;1;1;Transit;3.78861833;;;;;;;5572.03;0.98;0.041;782.8520000
Kepler-119 b;1;2;Transit;2.42208445;3.600;;0.000000;513.44;1214;89.380;5588.00;0.91;;701.9960000
Kepler-119 b;1;2;Transit;2.42208445;3.600;;0.000000;513.44;1214;89.380;5588.00;0.91;;701.9960000
Kepler-119 b;1;2;Transit;2.42207960;3.620;;0.000000;;1201;84.800;5570.00;0.92;;701.9960000
Kepler-119 b;1;2;Transit;2.42208445;3.600;;0.000000;513.44;1214;89.380;5588.00;0.91;;701.9960000
Kepler-119 b;1;2;Transit;2.42208419;;;;;;;5586.00;0.99;-0.037;701.9960000
Kepler-119 b;1;2;Transit;2.42208419;3.550;;0.000000;511.66;1213;89.560;5598.00;0.93;;701.9960000
Kepler-119 b;1;2;Transit;2.42208458;;;;;;;5586.00;0.99;-0.037;701.9960000
Kepler-119 b;1;2;Transit;2.42208200;3.600;;;;;;5595.00;;;701.9960000
Kepler-119 b;1;2;Transit;;4.283;;;745.28;;;5595.00;;;701.9960000
Kepler-119 b;1;2;Transit;2.42208445;4.480;;;;;;5825.00;1.01;;701.9960000
Kepler-119 b;1;2;Transit;2.42208359;;;;;;;5586.00;0.99;-0.037;701.9960000
Kepler-119 c;1;2;Transit;;1.067;;;367.32;;;5595.00;;;701.9960000
Kepler-119 c;1;2;Transit;4.12510300;0.920;;;;;;5595.00;;;701.9960000
Kepler-119 c;1;2;Transit;4.12512093;0.900;;0.000000;252.62;1017;88.810;5588.00;0.91;;701.9960000
Kepler-119 c;1;2;Transit;4.12502000;0.870;;0.000000;;1000;86.520;5570.00;0.92;;701.9960000
Kepler-119 c;1;2;Transit;4.12512093;0.900;;0.000000;252.62;1017;88.810;5588.00;0.91;;701.9960000
Kepler-119 c;1;2;Transit;4.12511935;0.880;;0.000000;252.18;1016;88.650;5598.00;0.93;;701.9960000
Kepler-119 c;1;2;Transit;4.12512093;0.900;;0.000000;252.62;1017;88.810;5588.00;0.91;;701.9960000
Kepler-119 c;1;2;Transit;4.12512093;1.120;;;;;;5825.00;1.01;;701.9960000
Kepler-119 c;1;2;Transit;4.12511935;;;;;;;5586.00;0.99;-0.037;701.9960000
Kepler-1190 b;1;1;Transit;10.45847283;;;;;;;4521.62;0.71;-0.727;342.5090000
Kepler-1190 b;1;1;Transit;10.45839865;1.250;;0.000000;32.45;609;89.980;4641.00;0.73;;342.5090000
Kepler-1190 b;1;1;Transit;10.45844730;;;;;;;4521.62;0.71;-0.727;342.5090000
Kepler-1190 b;1;1;Transit;10.45854000;1.300;;0.000000;;581;87.660;4698.00;0.67;;342.5090000
Kepler-1190 b;1;1;Transit;10.45843441;1.260;;0.000000;30.84;601;88.810;4702.00;0.68;;342.5090000
Kepler-1190 b;1;1;Transit;10.45843441;1.330;;;;;;4730.00;0.76;;342.5090000
Kepler-1190 b;1;1;Transit;10.45839865;;;;;;;4521.62;0.71;-0.727;342.5090000
Kepler-1190 b;1;1;Transit;;1.089;;;24.21;;;4625.00;;;342.5090000
Kepler-1190 b;1;1;Transit;10.45843441;1.260;;0.000000;30.84;601;88.810;4702.00;0.68;;342.5090000
Kepler-1190 b;1;1;Transit;10.45843441;1.260;;0.000000;30.84;601;88.810;4702.00;0.68;;342.5090000
Kepler-1191 b;1;1;Transit;5.60014851;1.520;;0.000000;150.09;893;89.950;5477.00;0.91;;955.5360000
Kepler-1191 b;1;1;Transit;5.60013327;1.730;;0.000000;194.26;952;89.840;5288.00;0.86;;955.5360000
Kepler-1191 b;1;1;Transit;5.59979000;1.380;;0.000000;;869;85.370;5432.00;0.88;;955.5360000
Kepler-1191 b;1;1;Transit;;1.612;;;167.18;;;5276.00;;;955.5360000
Kepler-1191 b;1;1;Transit;5.60013327;;;;;;;5336.00;0.92;-0.226;955.5360000
Kepler-1191 b;1;1;Transit;5.60019120;;;;;;;5336.00;0.92;-0.226;955.5360000
Kepler-1191 b;1;1;Transit;5.60014851;1.520;;0.000000;150.09;893;89.950;5477.00;0.91;;955.5360000
Kepler-1191 b;1;1;Transit;5.60014851;1.520;;0.000000;150.09;893;89.950;5477.00;0.91;;955.5360000
Kepler-1191 b;1;1;Transit;5.60014851;1.510;;;;;;5308.00;0.85;;955.5360000
Kepler-1192 b;1;1;Transit;25.20341280;;;;;;;5511.00;0.97;-0.128;1304.1900000
Kepler-1192 b;1;1;Transit;25.20330000;2.200;;0.000000;;583;89.950;5796.00;0.98;;1304.1900000
Kepler-1192 b;1;1;Transit;25.20299395;;;;;;;5511.00;0.97;-0.128;1304.1900000
Kepler-1192 b;1;1;Transit;;2.569;;;34.74;;;5837.00;;;1304.1900000
Kepler-1192 b;1;1;Transit;25.20347870;2.360;;;;;;5438.00;0.86;;1304.1900000
Kepler-1192 b;1;1;Transit;25.20347870;2.570;;0.000000;30.62;600;89.950;5831.00;1.02;;1304.1900000
Kepler-1192 b;1;1;Transit;25.20347870;2.570;;0.000000;30.62;600;89.950;5831.00;1.02;;1304.1900000
Kepler-1192 b;1;1;Transit;25.20341280;2.420;;0.000000;30.62;600;89.780;5831.00;1.02;;1304.1900000
Kepler-1192 b;1;1;Transit;25.20347870;2.570;;0.000000;30.62;600;89.950;5831.00;1.02;;1304.1900000
Kepler-1192 b;1;1;Transit;25.20335612;;;;;;;5511.00;0.97;-0.128;1304.1900000
Kepler-1193 b;1;1;Transit;2.83264725;;;;;;;5856.28;1.06;0.351;802.1160000
Kepler-1193 b;1;1;Transit;2.83265213;1.130;;0.000000;846.15;1375;88.240;6072.00;1.03;;802.1160000
Kepler-1193 b;1;1;Transit;2.83265213;1.130;;0.000000;846.15;1375;88.240;6072.00;1.03;;802.1160000
Kepler-1193 b;1;1;Transit;2.83261700;1.350;;0.000000;;1362;75.630;6050.00;1.03;;802.1160000
Kepler-1193 b;1;1;Transit;2.83265690;;;;;;;5856.28;1.06;0.351;802.1160000
Kepler-1193 b;1;1;Transit;;1.521;;;1286.39;;;5851.00;;;802.1160000
Kepler-1193 b;1;1;Transit;2.83264725;1.370;;0.000000;1054.98;1453;87.570;5865.00;1.09;;802.1160000
Kepler-1193 b;1;1;Transit;2.83265213;1.320;;;;;;5908.00;1.08;;802.1160000
Kepler-1193 b;1;1;Transit;2.83265213;1.130;;0.000000;846.15;1375;88.240;6072.00;1.03;;802.1160000
Kepler-1194 b;1;1;Transit;16.22371307;1.510;;;;;;5590.00;0.94;;757.3820000
Kepler-1194 b;1;1;Transit;16.22371307;1.840;;0.000000;89.07;783;89.950;5851.00;0.90;;757.3820000
Kepler-1194 b;1;1;Transit;16.22357095;;;;;;;5461.94;;;757.3820000
Kepler-1194 b;1;1;Transit;16.22371307;1.840;;0.000000;89.07;783;89.950;5851.00;0.90;;757.3820000
Kepler-1194 b;1;1;Transit;16.22378479;;;;;;;5461.94;;;757.3820000
Kepler-1194 b;1;1;Transit;16.22378479;1.510;;0.000000;49.35;676;89.480;5547.00;0.90;;757.3820000
Kepler-1194 b;1;1;Transit;16.22371541;;;;;;;5461.94;;;757.3820000
Kepler-1194 b;1;1;Transit;16.22371307;1.840;;0.000000;89.07;783;89.950;5851.00;0.90;;757.3820000
Kepler-1194 b;1;1;Transit;16.22391000;1.900;;0.000000;;786;89.380;5862.00;0.96;;757.3820000
Kepler-1195 b;1;1;Transit;8.49640674;;;;;;;5043.00;0.84;-0.446;918.5660000
Kepler-1195 b;1;1;Transit;8.49642241;2.110;;0.000000;57.43;702;89.950;5093.00;0.71;;918.5660000
Kepler-1195 b;1;1;Transit;8.49644900;2.300;;0.000000;;715;88.240;5132.00;0.77;;918.5660000
Kepler-1195 b;1;1;Transit;8.49640437;2.140;;0.000000;57.43;702;88.490;5093.00;0.71;;918.5660000
Kepler-1195 b;1;1;Transit;8.49640437;;;;;;;5043.00;0.84;-0.446;918.5660000
Kepler-1195 b;1;1;Transit;8.49642241;2.110;;0.000000;57.43;702;89.950;5093.00;0.71;;918.5660000
Kepler-1195 b;1;1;Transit;8.49642241;2.080;;;;;;4965.00;0.74;;918.5660000
Kepler-1195 b;1;1;Transit;8.49642241;2.110;;0.000000;57.43;702;89.950;5093.00;0.71;;918.5660000
Kepler-1195 b;1;1;Transit;;2.505;;;79.03;;;5093.00;;;918.5660000
Kepler-1196 b;1;1;Transit;66.18404616;;;;;;;5720.00;1.02;-0.047;922.3330000
Kepler-1196 b;1;1;Transit;66.18436460;;;;;;;5720.00;1.02;-0.047;922.3330000
Kepler-1196 b;1;1;Transit;66.18490310;2.230;;;;;;5756.00;0.98;;922.3330000
Kepler-1196 b;1;1;Transit;66.18490310;2.010;;0.000000;8.18;431;89.950;5893.00;0.95;;922.3330000
Kepler-1196 b;1;1;Transit;66.18490310;2.010;;0.000000;8.18;431;89.950;5893.00;0.95;;922.3330000
Kepler-1196 b;1;1;Transit;66.18490310;2.010;;0.000000;8.18;431;89.950;5893.00;0.95;;922.3330000
Kepler-1196 b;1;1;Transit;;2.667;;;8.30;;;5642.00;;;922.3330000
Kepler-1196 b;1;1;Transit;66.18436460;2.720;;0.000000;8.57;436;89.030;5640.00;0.98;;922.3330000
Kepler-1196 b;1;1;Transit;66.18419894;;;;;;;5720.00;1.02;-0.047;922.3330000
Kepler-1196 b;1;1;Transit;66.18320000;2.000;;0.000000;;437;89.380;5900.00;1.00;;922.3330000
Kepler-1197 b;1;1;Transit;2.03231845;1.250;;;;;;4708.00;0.78;;486.9400000
Kepler-1197 b;1;1;Transit;2.03231886;;;;;;;4552.00;0.72;-0.666;486.9400000
Kepler-1197 b;1;1;Transit;2.03231845;1.150;;0.000000;213.53;975;87.660;4555.00;0.65;;486.9400000
Kepler-1197 b;1;1;Transit;2.03231700;1.130;;0.000000;;998;84.800;4661.00;0.66;;486.9400000
Kepler-1197 b;1;1;Transit;;1.118;;;267.14;;;4762.00;;;486.9400000
Kepler-1197 b;1;1;Transit;2.03231886;1.120;;0.000000;247.21;1011;89.960;4670.00;0.76;;486.9400000
Kepler-1197 b;1;1;Transit;2.03231845;1.150;;0.000000;213.53;975;87.660;4555.00;0.65;;486.9400000
Kepler-1197 b;1;1;Transit;2.03231845;1.150;;0.000000;213.53;975;87.660;4555.00;0.65;;486.9400000
Kepler-1197 b;1;1;Transit;2.03231603;;;;;;;4552.00;0.72;-0.666;486.9400000
Kepler-1198 b;1;1;Transit;7.68478504;;;;;;;5396.00;0.94;-0.232;743.0300000
Kepler-1198 b;1;1;Transit;;1.439;;;108.07;;;5346.00;;;743.0300000
Kepler-1198 b;1;1;Transit;7.68477160;1.470;;;;;;5517.00;0.93;;743.0300000
Kepler-1198 b;1;1;Transit;7.68477502;;;;;;;5396.00;0.94;-0.232;743.0300000
Kepler-1198 b;1;1;Transit;7.68478504;1.470;;0.000000;112.06;830;89.890;5344.00;0.88;;743.0300000
Kepler-1198 b;1;1;Transit;7.68493000;1.800;;0.000000;;906;85.940;5620.00;0.88;;743.0300000
Kepler-1198 b;1;1;Transit;7.68477160;1.790;;0.000000;185.50;941;89.950;5725.00;1.01;;743.0300000
Kepler-1198 b;1;1;Transit;7.68477160;1.790;;0.000000;185.50;941;89.950;5725.00;1.01;;743.0300000
Kepler-1198 b;1;1;Transit;7.68477160;1.790;;0.000000;185.50;941;89.950;5725.00;1.01;;743.0300000
Kepler-1199 b;1;1;Transit;15.04488567;;;;;;;5801.76;;;563.4930000
Kepler-1199 b;1;1;Transit;15.04471980;1.080;;0.000000;92.58;791;89.380;5934.00;0.91;;563.4930000
Kepler-1199 b;1;1;Transit;15.04471980;1.080;;0.000000;92.58;791;89.380;5934.00;0.91;;563.4930000
Kepler-1199 b;1;1;Transit;15.04470980;;;;;;;5801.76;;;563.4930000
Kepler-1199 b;1;1;Transit;15.04477548;;;;;;;5801.76;;;563.4930000
Kepler-1199 b;1;1;Transit;15.04471980;1.150;;;;;;5889.00;0.94;;563.4930000
Kepler-1199 b;1;1;Transit;15.04471980;1.080;;0.000000;92.58;791;89.380;5934.00;0.91;;563.4930000
Kepler-1199 b;1;1;Transit;15.04463000;1.440;;0.000000;;858;84.800;6170.00;1.08;;563.4930000
Kepler-1199 b;1;1;Transit;15.04470980;1.510;;0.000000;177.24;931;89.940;5798.00;0.90;;563.4930000
Kepler-12 b;1;1;Transit;;19.565;;;877.54;;;5926.00;;;881.3860000
Kepler-12 b;1;1;Transit;4.43796291;17.600;;0.000000;;1314;89.950;6011.00;1.17;;881.3860000
Kepler-12 b;1;1;Transit;4.43797266;20.357;;;944.87;1414;;5967.00;;;881.3860000
Kepler-12 b;1;1;Transit;4.43796303;18.220;;0.000000;757.65;1338;89.950;5953.00;1.09;;881.3860000
Kepler-12 b;1;1;Transit;4.43796370;18.999;136.97900;0.010000;;;88.760;5947.00;1.17;;881.3860000
Kepler-12 b;1;1;Transit;4.43796293;18.050;;0.000000;757.65;1338;89.510;5953.00;1.09;;881.3860000
Kepler-12 b;1;1;Transit;4.43796290;19.661;137.30256;;;1480;88.796;5947.00;1.17;;881.3860000
Kepler-12 b;1;1;Transit;4.43796293;;;;;;;5967.00;1.09;0.449;881.3860000
Kepler-12 b;1;1;Transit;4.43796370;19.123;136.66690;;;1485;89.020;5947.00;1.16;;881.3860000
Kepler-12 b;1;1;Transit;4.43796263;;;;;;88.800;5947.00;1.17;;881.3860000
Kepler-12 b;1;1;Transit;4.43796303;18.220;;0.000000;757.65;1338;89.950;5953.00;1.09;;881.3860000
Kepler-12 b;1;1;Transit;4.43796540;;;;;;;5947.00;1.17;;881.3860000
Kepler-12 b;1;1;Transit;4.43796303;;;;;;;5967.00;1.09;0.449;881.3860000
Kepler-12 b;1;1;Transit;4.43796303;18.220;;0.000000;757.65;1338;89.950;5953.00;1.09;;881.3860000
Kepler-12 b;1;1;Transit;4.43796370;18.999;137.62039;0.021000;;;88.760;5950.00;1.17;;881.3860000
Kepler-12 b;1;1;Transit;4.43796250;;;;;;;5967.00;1.09;0.449;881.3860000
Kepler-12 b;1;1;Transit;4.43796303;17.130;;;;;;6007.00;1.12;;881.3860000
Kepler-120 b;1;2;Transit;6.31250100;2.150;;;;;;4096.00;;;388.6300000
Kepler-120 b;1;2;Transit;6.31250373;2.060;;0.000000;26.01;576;89.380;4096.00;0.59;;388.6300000
Kepler-120 b;1;2;Transit;6.31250373;2.060;;0.000000;26.01;576;89.380;4096.00;0.59;;388.6300000
Kepler-120 b;1;2;Transit;6.31250483;;;;;;;4519.00;0.71;-0.677;388.6300000
Kepler-120 b;1;2;Transit;6.31250853;;;;;;;4519.00;0.71;-0.677;388.6300000
Kepler-120 b;1;2;Transit;6.31238222;2.050;;;;576;;4096.00;0.59;;388.6300000
Kepler-120 b;1;2;Transit;6.31250400;2.260;;0.000000;;639;86.520;4533.00;0.65;;388.6300000
Kepler-120 b;1;2;Transit;6.31250373;2.450;;;;;;4641.00;0.72;;388.6300000
Kepler-120 b;1;2;Transit;6.31250853;2.000;;0.000000;25.94;575;89.910;4090.00;0.59;;388.6300000
Kepler-120 b;1;2;Transit;;2.549;;;42.69;;;4096.00;;;388.6300000
Kepler-120 b;1;2;Transit;6.31250638;;;;;;;4519.00;0.71;-0.677;388.6300000
Kepler-120 b;1;2;Transit;6.31250373;2.060;;0.000000;26.01;576;89.380;4096.00;0.59;;388.6300000
Kepler-120 b;1;2;Transit;6.31300000;2.310;8.50000;;;;;;0.59;;388.6300000
Kepler-120 c;1;2;Transit;12.79455062;1.640;;0.000000;10.15;455;89.950;4096.00;0.59;;388.6300000
Kepler-120 c;1;2;Transit;12.79455062;1.930;;;;;;4641.00;0.72;;388.6300000
Kepler-120 c;1;2;Transit;12.79455062;1.640;;0.000000;10.15;455;89.950;4096.00;0.59;;388.6300000
Kepler-120 c;1;2;Transit;;2.038;;;16.62;;;4096.00;;;388.6300000
Kepler-120 c;1;2;Transit;12.79459400;1.850;;0.000000;;504;88.240;4533.00;0.65;;388.6300000
Kepler-120 c;1;2;Transit;12.79457514;;;;;;;4519.00;0.71;-0.677;388.6300000
Kepler-120 c;1;2;Transit;12.79454740;1.600;;0.000000;10.10;455;89.640;4090.00;0.59;;388.6300000
Kepler-120 c;1;2;Transit;12.79454740;;;;;;;4519.00;0.71;-0.677;388.6300000
Kepler-120 c;1;2;Transit;12.79455259;;;;;;;4519.00;0.71;-0.677;388.6300000
Kepler-120 c;1;2;Transit;12.79458500;1.530;;;;;;4096.00;;;388.6300000
Kepler-120 c;1;2;Transit;12.79397011;1.620;;;;455;;4096.00;0.59;;388.6300000
Kepler-120 c;1;2;Transit;12.79500000;;;;;;;;0.59;;388.6300000
Kepler-120 c;1;2;Transit;12.79455062;1.640;;0.000000;10.15;455;89.950;4096.00;0.59;;388.6300000
Kepler-1200 b;1;1;Transit;;1.074;;;544.53;;;4499.00;;;588.7150000
Kepler-1200 b;1;1;Transit;1.11854781;0.980;;0.000000;447.97;1174;87.680;4496.00;0.72;;588.7150000
Kepler-1200 b;1;1;Transit;1.11854972;1.050;;0.000000;461.07;1182;85.940;4493.00;0.72;;588.7150000
Kepler-1200 b;1;1;Transit;1.11855700;1.010;;0.000000;;1123;79.070;4450.00;0.62;;588.7150000
Kepler-1200 b;1;1;Transit;1.11854972;1.050;;0.000000;461.07;1182;85.940;4493.00;0.72;;588.7150000
Kepler-1200 b;1;1;Transit;1.11854972;1.050;;0.000000;461.07;1182;85.940;4493.00;0.72;;588.7150000
Kepler-1200 b;1;1;Transit;1.11854781;;;;;;;4436.00;0.69;-0.689;588.7150000
Kepler-1200 b;1;1;Transit;1.11855021;;;;;;;4436.00;0.69;-0.689;588.7150000
Kepler-1200 b;1;1;Transit;1.11854972;1.060;;;;;;4612.00;0.74;;588.7150000
Kepler-1201 b;1;1;Transit;15.18727049;1.940;;0.000000;91.56;789;86.770;6136.00;0.96;;944.2410000
Kepler-1201 b;1;1;Transit;;1.912;;;89.43;;;6136.00;;;944.2410000
Kepler-1201 b;1;1;Transit;15.18725932;1.920;;0.000000;91.56;789;87.090;6136.00;0.96;;944.2410000
Kepler-1201 b;1;1;Transit;15.18725932;1.920;;0.000000;91.56;789;87.090;6136.00;0.96;;944.2410000
Kepler-1201 b;1;1;Transit;15.18725932;1.920;;0.000000;91.56;789;87.090;6136.00;0.96;;944.2410000
Kepler-1201 b;1;1;Transit;15.18701000;1.910;;0.000000;;805;87.660;6166.00;1.07;;944.2410000
Kepler-1201 b;1;1;Transit;15.18727635;;;;;;;5912.00;1.08;0.044;944.2410000
Kepler-1201 b;1;1;Transit;15.18743529;;;;;;;5912.00;1.08;0.044;944.2410000
Kepler-1201 b;1;1;Transit;15.18727049;;;;;;;5912.00;1.08;0.044;944.2410000
Kepler-1201 b;1;1;Transit;15.18725932;2.290;;;;;;6177.00;1.15;;944.2410000
Kepler-1202 b;1;1;Transit;28.68550305;;;;;;;5609.00;0.99;-0.134;1175.3800000
Kepler-1202 b;1;1;Transit;28.68532120;2.690;;0.000000;21.09;547;86.680;5726.00;0.93;;1175.3800000
Kepler-1202 b;1;1;Transit;28.68513240;2.940;;;;;;5834.00;1.03;;1175.3800000
Kepler-1202 b;1;1;Transit;28.68513240;2.400;;0.000000;21.02;546;88.810;5722.00;0.92;;1175.3800000
Kepler-1202 b;1;1;Transit;28.68513240;2.400;;0.000000;21.02;546;88.810;5722.00;0.92;;1175.3800000
Kepler-1202 b;1;1;Transit;28.68559839;;;;;;;5609.00;0.99;-0.134;1175.3800000
Kepler-1202 b;1;1;Transit;28.68532120;;;;;;;5609.00;0.99;-0.134;1175.3800000
Kepler-1202 b;1;1;Transit;28.68549000;2.520;;0.000000;;547;88.240;5723.00;0.95;;1175.3800000
Kepler-1202 b;1;1;Transit;28.68513240;2.400;;0.000000;21.02;546;88.810;5722.00;0.92;;1175.3800000
Kepler-1202 b;1;1;Transit;;2.856;;;23.88;;;5732.00;;;1175.3800000
Kepler-1203 b;1;1;Transit;0.58800076;0.960;;0.000000;547.18;1233;88.240;3972.00;0.57;;317.0220000
Kepler-1203 b;1;1;Transit;0.58800113;;;;;;;4033.00;0.63;-0.854;317.0220000
Kepler-1203 b;1;1;Transit;0.58800076;0.960;;0.000000;547.18;1233;88.240;3972.00;0.57;;317.0220000
Kepler-1203 b;1;1;Transit;0.58800105;;;;;;;4033.00;0.63;-0.854;317.0220000
Kepler-1203 b;1;1;Transit;;1.216;;;723.81;;;3817.00;;;317.0220000
Kepler-1203 b;1;1;Transit;0.58800105;0.990;;0.000000;473.45;1188;83.780;3814.00;0.58;;317.0220000
Kepler-1203 b;1;1;Transit;0.58800076;0.960;;0.000000;547.18;1233;88.240;3972.00;0.57;;317.0220000
Kepler-1203 b;1;1;Transit;0.58799330;1.010;;0.000000;;1262;71.620;4115.00;0.56;;317.0220000
Kepler-1203 b;1;1;Transit;0.58800076;1.060;;;;;;4105.00;0.64;;317.0220000
Kepler-1204 b;1;1;Transit;85.72950297;;;;;;;5639.00;1.00;-0.058;1175.2200000
Kepler-1204 b;1;1;Transit;85.73502850;3.140;;0.000000;9.54;448;89.950;6096.00;1.05;;1175.2200000
Kepler-1204 b;1;1;Transit;85.73502850;3.140;;0.000000;9.54;448;89.950;6096.00;1.05;;1175.2200000
Kepler-1204 b;1;1;Transit;85.74280000;3.000;;0.000000;;445;88.810;6065.00;1.03;;1175.2200000
